origin,dest,route,n_obs,total_pax,mean_fare,std_fare,fare_cv,n_carriers,avg_distance,avg_coupons,dist_band,carriers_list
MCI,CVG,MCI-CVG,465,495.0,293.37,141.73,0.4831,13,872.0,2.0,medium,"9E,AA,DL,F9,MQ,OH,OO,PT,UA,WN,YV,YX,ZW"
MCI,MKE,MCI-MKE,587,924.0,196.64,104.06,0.5292,9,485.0,1.34,short,"9E,AA,DL,MQ,OO,UA,WN,YX,ZW"
MKE,MCI,MKE-MCI,561,873.0,207.22,133.98,0.6466,8,486.0,1.3,short,"AA,DL,MQ,OO,UA,WN,YX,ZW"
MCI,ROA,MCI-ROA,84,88.0,298.64,168.44,0.564,9,1039.0,2.02,medium,"9E,AA,DL,OH,OO,PT,UA,YV,YX"
ROA,MCI,ROA-MCI,78,81.0,318.28,167.86,0.5274,9,1094.0,2.03,medium,"9E,AA,DL,OH,OO,PT,UA,YV,YX"
MCI,SCE,MCI-SCE,25,25.0,330.69,184.17,0.5569,5,1049.0,2.04,medium,"AA,OO,PT,UA,YX"
SCE,MCI,SCE-MCI,28,28.0,359.56,205.48,0.5715,5,1038.0,2.0,medium,"AA,OO,PT,UA,YX"
MCI,ABE,MCI-ABE,53,54.0,281.33,156.05,0.5547,7,1283.0,2.0,medium,"9E,AA,DL,OH,OO,UA,YX"
ABE,MCI,ABE-MCI,64,65.0,290.78,150.91,0.519,7,1275.0,2.02,medium,"9E,AA,DL,OH,OO,UA,YX"
PHL,OKC,PHL-OKC,567,632.0,309.95,171.52,0.5534,9,1440.0,2.02,medium,"AA,DL,F9,MQ,OO,UA,WN,YV,YX"
MCI,MDT,MCI-MDT,166,169.0,316.27,147.45,0.4662,10,1150.0,2.02,medium,"AA,DL,G7,MQ,OH,OO,PT,UA,YX,ZW"
MDT,EWR,MDT-EWR,36,38.0,210.12,85.39,0.4064,2,141.0,1.0,short,"G7,YX"
MDT,AUS,MDT-AUS,204,212.0,296.05,184.69,0.6238,11,1480.0,2.01,medium,"9E,AA,DL,G7,MQ,OH,OO,PT,UA,YX,ZW"
AUS,MDT,AUS-MDT,197,203.0,303.49,188.92,0.6225,10,1475.0,2.03,medium,"AA,DL,G7,MQ,OH,OO,PT,UA,YX,ZW"
MDT,BNA,MDT-BNA,356,557.0,213.32,179.86,0.8431,12,723.0,1.63,medium,"9E,AA,DL,G4,G7,MQ,OH,OO,PT,UA,YX,ZW"
BNA,MDT,BNA-MDT,372,583.0,228.09,187.28,0.8211,11,726.0,1.64,medium,"AA,DL,G4,G7,MQ,OH,OO,PT,UA,YX,ZW"
MDT,BOS,MDT-BOS,228,284.0,264.86,110.7,0.418,5,345.0,1.45,short,"AA,G7,PT,UA,YX"
MDT,ORD,MDT-ORD,927,1036.0,252.65,97.38,0.3855,10,603.0,1.04,medium,"9E,AA,DL,G7,OH,OO,PT,UA,YX,ZW"
MDT,CHS,MDT-CHS,127,127.0,246.49,124.08,0.5034,7,634.0,2.0,medium,"AA,DL,G7,OH,PT,UA,YX"
MDT,CMH,MDT-CMH,36,36.0,248.77,134.58,0.541,9,584.0,2.0,medium,"AA,DL,G7,OH,OO,PT,UA,YX,ZW"
CMH,MDT,CMH-MDT,34,34.0,253.32,177.63,0.7012,7,533.0,2.0,medium,"AA,G7,OH,OO,PT,UA,YX"
EWR,DCA,EWR-DCA,882,1846.0,243.81,129.99,0.5332,4,199.0,1.0,short,"G7,UA,YV,YX"
MDT,DEN,MDT-DEN,274,284.0,313.55,183.05,0.5838,12,1672.0,2.0,long,"9E,AA,C5,DL,F9,G7,OH,OO,PT,UA,YX,ZW"
MDT,BOI,MDT-BOI,37,37.0,430.22,177.77,0.4132,6,2224.0,2.11,long,"AA,DL,OO,PT,UA,YX"
MDT,COS,MDT-COS,37,37.0,389.12,137.02,0.3521,6,1632.0,2.19,long,"AA,C5,DL,OO,UA,YX"
DEN,MDT,DEN-MDT,260,270.0,314.54,166.47,0.5293,11,1668.0,2.02,long,"9E,AA,DL,F9,G7,OH,OO,PT,UA,YX,ZW"
MDT,DTW,MDT-DTW,240,282.0,311.62,136.88,0.4393,8,394.0,1.08,short,"9E,AA,DL,OH,OO,PT,UA,YX"
DTW,MDT,DTW-MDT,227,273.0,309.31,128.81,0.4164,6,383.0,1.06,short,"9E,DL,OH,OO,PT,YX"
MDT,FLL,MDT-FLL,281,488.0,166.35,142.58,0.8571,9,1055.0,1.53,medium,"AA,DL,G4,G7,OH,OO,PT,UA,YX"
FLL,MDT,FLL-MDT,298,516.0,173.71,144.9,0.8342,9,1063.0,1.53,medium,"AA,DL,G4,G7,OH,OO,PT,UA,YX"
HHH,ORD,HHH-ORD,162,181.0,271.49,138.47,0.51,6,806.0,1.49,medium,"AA,DL,MQ,PT,UA,YX"
MDT,ILM,MDT-ILM,47,47.0,311.57,133.59,0.4287,6,612.0,2.0,medium,"AA,DL,G7,OH,PT,YX"
ILM,MDT,ILM-MDT,42,42.0,321.86,137.48,0.4272,4,598.0,2.02,medium,"AA,OH,PT,YX"
MDT,JAX,MDT-JAX,227,283.0,224.0,150.03,0.6698,8,798.0,1.86,medium,"AA,DL,G4,G7,OH,OO,PT,YX"
JAX,MDT,JAX-MDT,198,236.0,234.25,166.69,0.7116,10,791.0,1.85,medium,"9E,AA,DL,G4,G7,OH,OO,PT,UA,YX"
LAS,MDT,LAS-MDT,262,265.0,419.1,267.35,0.6379,10,2234.0,2.05,long,"9E,AA,DL,G7,OH,OO,PT,UA,YX,ZW"
MDT,LAX,MDT-LAX,266,274.0,369.1,312.64,0.847,9,2463.0,2.05,long,"AA,DL,G7,OH,OO,PT,UA,YX,ZW"
LAX,MDT,LAX-MDT,242,258.0,358.37,282.84,0.7892,9,2466.0,2.05,long,"AA,DL,G7,OH,OO,PT,UA,YX,ZW"
MDT,MCO,MDT-MCO,447,586.0,229.79,159.01,0.692,10,929.0,1.75,medium,"9E,AA,DL,F9,G7,OH,OO,PT,UA,YX"
MCO,MDT,MCO-MDT,467,608.0,234.3,157.06,0.6704,10,927.0,1.76,medium,"9E,AA,DL,F9,G7,OH,OO,PT,UA,YX"
EWR,MDT,EWR-MDT,39,43.0,225.59,85.08,0.3771,2,141.0,1.0,short,"G7,YX"
MDT,MIA,MDT-MIA,86,88.0,300.44,149.08,0.4962,6,1129.0,2.01,medium,"AA,DL,MQ,OH,PT,YX"
MIA,MDT,MIA-MDT,80,83.0,335.58,246.1,0.7334,7,1148.0,2.02,medium,"AA,DL,MQ,OH,PT,UA,YX"
MDT,MSY,MDT-MSY,100,105.0,267.38,157.34,0.5884,10,1107.0,2.02,medium,"AA,C5,DL,MQ,OH,OO,PT,UA,YX,ZW"
MSY,MDT,MSY-MDT,110,116.0,285.0,164.36,0.5767,9,1106.0,2.01,medium,"AA,DL,F9,MQ,OH,OO,PT,UA,YX"
MDT,HSV,MDT-HSV,51,53.0,301.05,162.61,0.5401,7,764.0,2.04,medium,"9E,AA,DL,MQ,OH,PT,YX"
MDT,PBI,MDT-PBI,139,145.0,293.9,240.39,0.8179,7,1058.0,2.01,medium,"AA,DL,G7,OH,PT,UA,YX"
EWR,PIT,EWR-PIT,1612,2803.0,191.6,116.09,0.6059,6,321.0,1.01,short,"DL,G7,NK,UA,YV,YX"
MDT,HNL,MDT-HNL,47,47.0,739.54,408.56,0.5525,6,5029.0,2.4,long,"AA,DL,OH,OO,UA,YX"
MDT,BZN,MDT-BZN,51,54.0,373.01,183.47,0.4919,8,2003.0,2.06,long,"AA,DL,G7,OH,OO,PT,UA,YX"
BZN,MDT,BZN-MDT,46,49.0,383.52,157.36,0.4103,7,2007.0,2.07,long,"AA,DL,G7,OH,PT,UA,YX"
MDT,CID,MDT-CID,53,54.0,289.62,110.71,0.3823,10,899.0,2.02,medium,"AA,DL,G7,MQ,OH,OO,PT,UA,YX,ZW"
CID,MDT,CID-MDT,63,64.0,319.65,136.66,0.4275,10,887.0,2.02,medium,"AA,DL,G7,MQ,OH,OO,PT,UA,YX,ZW"
MDT,CVG,MDT-CVG,97,97.0,301.02,161.1,0.5352,10,715.0,2.03,medium,"9E,AA,DL,G7,MQ,OH,OO,PT,UA,YX"
MDT,DSM,MDT-DSM,86,88.0,341.37,192.52,0.564,10,1058.0,2.02,medium,"9E,AA,DL,MQ,OH,OO,PT,UA,YX,ZW"
MDT,MEM,MDT-MEM,125,129.0,276.97,143.09,0.5166,8,951.0,2.02,medium,"AA,DL,G7,OH,OO,PT,UA,YX"
MEM,MDT,MEM-MDT,134,135.0,281.05,130.04,0.4627,8,952.0,2.0,medium,"9E,AA,DL,OH,OO,PT,UA,YX"
MDT,MKE,MDT-MKE,76,77.0,257.59,117.29,0.4553,10,743.0,2.0,medium,"9E,AA,DL,G7,OH,OO,PT,UA,YX,ZW"
MKE,MDT,MKE-MDT,67,68.0,258.08,103.17,0.3998,9,699.0,2.01,medium,"AA,DL,G7,OH,OO,PT,UA,YX,ZW"
MDT,MSN,MDT-MSN,74,74.0,309.12,147.92,0.4785,11,845.0,2.0,medium,"9E,AA,DL,G7,MQ,OH,OO,PT,UA,YX,ZW"
MSN,MDT,MSN-MDT,72,72.0,326.52,200.73,0.6148,11,876.0,2.01,medium,"9E,AA,DL,G7,MQ,OH,OO,PT,UA,YX,ZW"
MDT,MSP,MDT-MSP,152,153.0,367.38,184.8,0.503,11,1098.0,2.0,medium,"9E,AA,C5,DL,G7,OH,OO,PT,UA,YX,ZW"
MSP,MDT,MSP-MDT,171,173.0,360.94,182.95,0.5069,12,1097.0,2.0,medium,"9E,AA,DL,F9,G7,MQ,OH,OO,PT,UA,YX,ZW"
MDT,OMA,MDT-OMA,112,112.0,339.82,193.33,0.5689,9,1158.0,2.0,medium,"AA,DL,MQ,OH,OO,PT,UA,YX,ZW"
OMA,MDT,OMA-MDT,121,121.0,352.81,206.74,0.586,9,1153.0,2.01,medium,"AA,DL,MQ,OH,OO,PT,UA,YX,ZW"
MDT,SBN,MDT-SBN,25,25.0,327.18,161.29,0.493,6,740.0,2.04,medium,"9E,AA,OH,OO,UA,YX"
SBN,MDT,SBN-MDT,27,28.0,317.99,157.75,0.4961,6,798.0,2.0,medium,"AA,OH,OO,PT,UA,YX"
SGF,MDT,SGF-MDT,74,75.0,368.65,191.08,0.5183,9,1143.0,2.01,medium,"9E,AA,DL,MQ,OH,OO,PT,UA,YX"
MEM,BOS,MEM-BOS,896,1187.0,270.05,160.12,0.5929,13,1185.0,1.39,medium,"9E,AA,DL,G7,MQ,NK,OH,OO,PT,UA,WN,YX,ZW"
BOS,MEM,BOS-MEM,860,1159.0,261.31,144.25,0.552,11,1186.0,1.44,medium,"9E,AA,DL,MQ,NK,OH,OO,PT,UA,WN,YX"
BOS,MSY,BOS-MSY,1763,3502.0,274.7,165.53,0.6026,11,1415.0,1.44,medium,"AA,B6,DL,F9,MQ,NK,OH,SY,UA,WN,YX"
BOS,ECP,BOS-ECP,352,385.0,284.61,155.44,0.5461,7,1257.0,1.96,medium,"AA,DL,MQ,OH,UA,WN,YX"
BOS,MSN,BOS-MSN,674,717.0,328.78,175.67,0.5343,11,1043.0,1.92,medium,"9E,AA,DL,G7,MQ,OH,OO,PT,UA,YX,ZW"
MEM,ALB,MEM-ALB,117,120.0,278.89,160.71,0.5763,9,1165.0,2.03,medium,"9E,AA,DL,MQ,OH,OO,UA,WN,YX"
ALB,MEM,ALB-MEM,130,135.0,306.13,177.94,0.5813,9,1186.0,2.03,medium,"9E,AA,DL,OH,OO,PT,UA,WN,YX"
MEM,BDL,MEM-BDL,214,226.0,316.22,174.9,0.5531,8,1177.0,2.0,medium,"9E,AA,DL,MQ,OH,UA,WN,YX"
BDL,MEM,BDL-MEM,212,219.0,309.14,168.28,0.5444,9,1185.0,2.01,medium,"9E,AA,DL,MQ,OH,PT,UA,WN,YX"
MEM,BGR,MEM-BGR,37,37.0,403.7,203.37,0.5038,8,1373.0,2.14,medium,"9E,AA,DL,MQ,OH,PT,UA,YX"
BGR,MEM,BGR-MEM,38,38.0,369.95,158.07,0.4273,8,1381.0,2.11,medium,"9E,AA,DL,MQ,OH,PT,UA,YX"
MEM,BTV,MEM-BTV,52,52.0,293.2,157.93,0.5386,8,1258.0,2.06,medium,"9E,AA,DL,OH,OO,UA,YX,ZW"
BUF,MEM,BUF-MEM,163,167.0,263.46,157.56,0.598,10,1057.0,2.02,medium,"9E,AA,DL,G7,OH,OO,UA,WN,YX,ZW"
BWI,MEM,BWI-MEM,758,1059.0,213.87,113.51,0.5307,9,910.0,1.54,medium,"AA,DL,MQ,NK,OH,UA,WN,YV,YX"
MEM,CAK,MEM-CAK,48,49.0,245.98,108.09,0.4394,5,903.0,2.0,medium,"AA,OH,OO,UA,YX"
CAK,MEM,CAK-MEM,48,49.0,266.72,132.57,0.4971,5,916.0,2.0,medium,"AA,OH,OO,UA,YX"
MEM,CLE,MEM-CLE,353,376.0,263.68,139.93,0.5307,10,904.0,2.03,medium,"9E,AA,DL,MQ,OH,OO,UA,WN,YX,ZW"
CLE,MEM,CLE-MEM,347,371.0,266.6,133.89,0.5022,10,903.0,2.0,medium,"9E,AA,DL,MQ,OH,OO,UA,WN,YX,ZW"
MEM,CMH,MEM-CMH,265,280.0,272.04,123.94,0.4556,10,820.0,2.01,medium,"9E,AA,DL,G7,MQ,OH,OO,UA,WN,YX"
CMH,MEM,CMH-MEM,275,295.0,266.69,123.37,0.4626,9,826.0,2.0,medium,"AA,DL,G7,MQ,OH,OO,UA,WN,YX"
CVG,MEM,CVG-MEM,211,219.0,272.87,144.06,0.528,10,742.0,2.01,medium,"9E,AA,DL,MQ,OH,OO,UA,WN,YV,YX"
DCA,AUS,DCA-AUS,2045,2650.0,286.57,169.93,0.593,13,1383.0,1.65,medium,"9E,AA,B6,DL,F9,G7,MQ,OH,OO,UA,WN,YV,YX"
MCO,MEM,MCO-MEM,1692,3404.0,197.5,127.52,0.6456,10,759.0,1.38,medium,"9E,AA,DL,MQ,NK,OH,UA,WN,YV,YX"
MEM,MHT,MEM-MHT,56,56.0,292.61,142.66,0.4875,8,1267.0,2.0,medium,"AA,G7,MQ,NK,OH,PT,WN,YX"
MHT,MEM,MHT-MEM,48,49.0,281.74,154.74,0.5492,7,1269.0,2.02,medium,"AA,G7,MQ,OH,PT,WN,YX"
MIA,MEM,MIA-MEM,870,1146.0,252.15,156.48,0.6206,9,999.0,1.61,medium,"9E,AA,DL,MQ,OH,UA,WN,YV,YX"
DCA,ORD,DCA-ORD,3481,11166.0,264.81,173.01,0.6533,15,626.0,1.09,medium,"9E,AA,B6,C5,DL,G7,MQ,OH,OO,PT,UA,WN,YV,YX,ZW"
ORF,MEM,ORF-MEM,346,400.0,246.22,159.47,0.6476,9,913.0,2.0,medium,"9E,AA,DL,NK,OH,PT,UA,WN,YX"
DCA,ROC,DCA-ROC,451,631.0,210.2,121.44,0.5777,10,306.0,1.06,short,"9E,AA,DL,G7,MQ,OH,PT,UA,YX,ZW"
MEM,TVC,MEM-TVC,31,31.0,341.82,170.28,0.4981,8,857.0,2.0,medium,"9E,AA,DL,G7,MQ,OO,UA,YX"
TVC,MEM,TVC-MEM,27,27.0,280.28,141.29,0.5041,8,868.0,2.0,medium,"9E,AA,DL,G7,MQ,OO,UA,YX"
MKE,MEM,MKE-MEM,207,211.0,255.79,156.58,0.6122,10,981.0,2.03,medium,"9E,AA,DL,G7,MQ,OH,OO,WN,YX,ZW"
EWR,MEM,EWR-MEM,781,1024.0,241.9,126.66,0.5236,9,981.0,1.23,medium,"9E,AA,DL,G7,MQ,NK,OO,UA,YX"
EWR,MSN,EWR-MSN,665,894.0,267.34,151.19,0.5655,10,832.0,1.37,medium,"9E,AA,DL,G7,MQ,OH,OO,UA,YX,ZW"
MEM,CHO,MEM-CHO,55,57.0,285.15,115.04,0.4034,5,787.0,2.0,medium,"9E,AA,DL,PT,YX"
DTW,MEM,DTW-MEM,759,1061.0,314.68,147.63,0.4691,9,692.0,1.28,medium,"9E,AA,DL,MQ,OH,OO,UA,WN,YX"
MEM,ROA,MEM-ROA,67,69.0,271.03,139.41,0.5143,7,751.0,2.0,medium,"9E,AA,DL,OH,OO,PT,YX"
MEM,LAS,MEM-LAS,1433,2723.0,213.33,178.38,0.8362,13,1580.0,1.61,long,"AA,DL,F9,G4,MQ,NK,OH,OO,UA,WN,YV,YX,ZW"
MEM,MSN,MEM-MSN,115,116.0,312.07,170.49,0.5463,10,934.0,2.0,medium,"9E,AA,DL,G7,MQ,OH,OO,UA,YX,ZW"
MEM,OMA,MEM-OMA,181,191.0,275.25,143.6,0.5217,9,1077.0,2.01,medium,"AA,DL,MQ,OH,OO,UA,WN,YV,YX"
MEM,RST,MEM-RST,22,22.0,265.29,98.75,0.3722,6,773.0,2.0,medium,"9E,DL,MQ,OO,YX,ZW"
MEM,ABE,MEM-ABE,46,46.0,261.44,95.04,0.3635,6,997.0,2.0,medium,"9E,AA,DL,OH,UA,YX"
ABE,MEM,ABE-MEM,47,47.0,264.29,101.13,0.3826,7,1004.0,2.0,medium,"9E,AA,DL,OH,OO,UA,YX"
MHT,EWR,MHT-EWR,238,304.0,217.62,104.08,0.4783,3,209.0,1.02,short,"G7,UA,YX"
MHT,AVL,MHT-AVL,44,45.0,249.15,125.46,0.5036,6,803.0,2.0,medium,"AA,MQ,OH,PT,YX,ZW"
EWR,BOS,EWR-BOS,2287,7131.0,206.6,141.15,0.6832,5,200.0,1.01,short,"DL,G7,NK,UA,YX"
MHT,DEN,MHT-DEN,259,293.0,274.12,129.01,0.4706,8,1845.0,2.01,long,"AA,G7,MQ,OH,PT,UA,WN,YX"
MHT,COS,MHT-COS,45,48.0,214.42,115.69,0.5396,6,1862.0,2.22,long,"AA,G7,OH,OO,WN,YX"
MHT,DTW,MHT-DTW,71,74.0,235.36,120.42,0.5117,8,967.0,1.97,medium,"AA,G7,MQ,OH,PT,UA,WN,YX"
DTW,MHT,DTW-MHT,68,70.0,235.18,116.47,0.4952,7,937.0,2.0,medium,"AA,MQ,OH,PT,UA,WN,YX"
MHT,IAD,MHT-IAD,24,24.0,286.54,136.73,0.4772,5,676.0,2.08,medium,"AA,G7,OH,UA,YX"
MHT,LAS,MHT-LAS,203,235.0,317.33,157.54,0.4964,8,2471.0,2.01,long,"AA,G7,MQ,OH,PT,UA,WN,YX"
LAS,MHT,LAS-MHT,207,232.0,322.26,172.8,0.5362,8,2455.0,2.01,long,"AA,G7,MQ,OH,PT,UA,WN,YX"
MHT,MCO,MHT-MCO,1650,3024.0,214.26,117.69,0.5493,9,1163.0,1.24,medium,"AA,G7,MX,NK,OH,PT,UA,WN,YX"
MCO,MHT,MCO-MHT,1720,3220.0,213.23,113.0,0.5299,9,1158.0,1.23,medium,"AA,G7,MX,NK,OH,PT,UA,WN,YX"
EWR,MHT,EWR-MHT,236,311.0,220.37,104.63,0.4748,4,209.0,1.0,short,"AA,G7,UA,YX"
MHT,MSP,MHT-MSP,91,100.0,292.46,168.9,0.5775,8,1271.0,2.0,medium,"AA,G7,MQ,OH,PT,UA,WN,YX"
BOS,MIA,BOS-MIA,3629,9619.0,275.92,214.76,0.7784,11,1272.0,1.17,medium,"AA,B6,DL,F9,MQ,NK,OH,PT,UA,WN,YX"
MIA,DSM,MIA-DSM,224,234.0,271.02,166.77,0.6154,11,1625.0,1.99,long,"9E,AA,DL,F9,MQ,OH,OO,UA,WN,YV,YX"
EYW,MIA,EYW-MIA,81,118.0,253.86,137.31,0.5409,2,126.0,1.0,short,"MQ,YX"
MIA,MSY,MIA-MSY,1656,3094.0,190.27,148.35,0.7797,8,742.0,1.13,medium,"AA,DL,MQ,NK,OO,UA,WN,YX"
MKE,BOS,MKE-BOS,1277,2267.0,233.67,119.81,0.5127,10,898.0,1.29,medium,"9E,AA,B6,DL,OH,OO,UA,WN,YX,ZW"
BOS,MKE,BOS-MKE,1308,2305.0,232.35,124.0,0.5337,11,905.0,1.3,medium,"9E,AA,B6,DL,MQ,OH,OO,UA,WN,YX,ZW"
BOS,OKC,BOS-OKC,605,695.0,319.73,204.18,0.6386,9,1643.0,2.01,long,"AA,DL,MQ,OH,OO,UA,WN,YV,YX"
MKE,FLL,MKE-FLL,835,1042.0,185.47,118.9,0.6411,12,1344.0,1.83,medium,"9E,AA,B6,DL,NK,OH,OO,UA,WN,YV,YX,ZW"
BOS,CHS,BOS-CHS,1766,4290.0,256.49,182.57,0.7118,11,844.0,1.25,medium,"9E,AA,B6,DL,F9,MQ,NK,OH,UA,WN,YX"
MKE,PHL,MKE-PHL,967,1266.0,240.76,134.89,0.5603,12,774.0,1.3,medium,"9E,AA,B6,DL,F9,MQ,OH,OO,UA,WN,YX,ZW"
MKE,ABE,MKE-ABE,20,20.0,212.3,106.1,0.4998,5,801.0,2.0,medium,"AA,OH,OO,UA,YX"
EWR,MKE,EWR-MKE,941,1312.0,241.18,113.89,0.4722,9,768.0,1.21,medium,"9E,AA,DL,G7,MQ,OO,UA,YX,ZW"
MKE,ALB,MKE-ALB,111,118.0,273.02,146.25,0.5357,10,908.0,2.0,medium,"9E,AA,DL,OH,OO,PT,UA,WN,YX,ZW"
MKE,AVL,MKE-AVL,115,121.0,217.6,116.18,0.5339,7,811.0,2.01,medium,"AA,DL,MQ,OH,OO,YX,ZW"
MKE,BGR,MKE-BGR,25,26.0,326.92,163.47,0.5,7,1192.0,2.04,medium,"9E,AA,OH,OO,PT,YX,ZW"
MKE,BTV,MKE-BTV,88,89.0,244.44,159.09,0.6508,7,999.0,2.0,medium,"9E,AA,DL,OH,OO,UA,YX"
BTV,MKE,BTV-MKE,80,80.0,255.45,167.4,0.6553,8,1069.0,2.01,medium,"9E,AA,DL,OH,OO,UA,YX,ZW"
MKE,MCO,MKE-MCO,2106,5235.0,207.74,118.5,0.5704,14,1108.0,1.3,medium,"9E,AA,B6,DL,F9,NK,OH,OO,SY,UA,WN,YV,YX,ZW"
MCO,MKE,MCO-MKE,2294,5610.0,209.07,120.2,0.5749,13,1112.0,1.28,medium,"9E,AA,B6,DL,F9,NK,OH,OO,SY,UA,WN,YX,ZW"
MKE,MHT,MKE-MHT,67,81.0,248.72,119.45,0.4803,6,1092.0,2.03,medium,"AA,MQ,OH,PT,WN,YX"
MKE,PBI,MKE-PBI,225,253.0,263.31,161.42,0.613,9,1254.0,2.01,medium,"AA,B6,DL,OH,OO,UA,WN,YX,ZW"
MKE,ROC,MKE-ROC,94,100.0,241.12,162.93,0.6757,11,713.0,2.02,medium,"9E,AA,B6,DL,MQ,OH,OO,UA,WN,YX,ZW"
MKE,BNA,MKE-BNA,899,1688.0,209.24,96.8,0.4626,9,543.0,1.3,medium,"9E,AA,DL,MQ,OH,OO,WN,YX,ZW"
MKE,CMH,MKE-CMH,177,181.0,263.84,127.82,0.4845,9,480.0,2.0,short,"9E,DL,G7,MQ,OO,UA,WN,YX,ZW"
CMH,MKE,CMH-MKE,193,197.0,281.83,139.32,0.4943,9,487.0,1.99,short,"9E,DL,G7,MQ,OO,UA,WN,YX,ZW"
ABE,MKE,ABE-MKE,22,22.0,236.5,105.36,0.4455,7,857.0,2.05,medium,"AA,DL,G7,OH,OO,UA,YX"
ALB,MKE,ALB-MKE,120,134.0,263.22,136.55,0.5188,11,893.0,2.02,medium,"9E,AA,DL,MQ,OH,OO,PT,UA,WN,YX,ZW"
BDL,MKE,BDL-MKE,240,255.0,271.25,139.05,0.5126,9,999.0,2.0,medium,"AA,DL,MQ,OH,OO,UA,WN,YX,ZW"
BGR,MKE,BGR-MKE,31,32.0,355.74,259.88,0.7305,7,1150.0,2.06,medium,"9E,AA,OH,OO,PT,YX,ZW"
MKE,BUF,MKE-BUF,138,146.0,260.18,127.08,0.4884,12,682.0,2.0,medium,"9E,AA,B6,DL,G7,MQ,OH,OO,UA,WN,YX,ZW"
BUF,MKE,BUF-MKE,128,132.0,259.27,120.21,0.4636,11,633.0,2.0,medium,"9E,AA,DL,G7,MQ,OO,PT,UA,WN,YX,ZW"
MKE,CAE,MKE-CAE,117,119.0,230.64,125.1,0.5424,9,826.0,2.01,medium,"9E,AA,DL,OH,OO,PT,UA,YX,ZW"
MKE,CHS,MKE-CHS,336,367.0,226.78,133.05,0.5867,10,935.0,2.01,medium,"9E,AA,DL,MQ,OH,OO,UA,WN,YX,ZW"
CHS,MKE,CHS-MKE,347,379.0,246.11,146.2,0.5941,11,953.0,2.01,medium,"9E,AA,DL,MQ,OH,OO,SY,UA,WN,YX,ZW"
PHL,LBB,PHL-LBB,85,86.0,361.13,199.07,0.5512,9,1641.0,2.05,long,"AA,C5,MQ,OH,OO,UA,WN,YV,YX"
MKE,EYW,MKE-EYW,109,119.0,239.99,142.81,0.5951,8,1406.0,2.02,medium,"9E,AA,DL,MQ,OH,OO,YX,ZW"
EYW,MKE,EYW-MKE,117,127.0,252.47,130.23,0.5158,9,1426.0,2.03,medium,"9E,AA,B6,DL,MQ,OO,UA,YX,ZW"
FLL,MKE,FLL-MKE,880,1085.0,191.94,121.53,0.6332,11,1339.0,1.82,medium,"9E,AA,B6,DL,NK,OH,OO,UA,WN,YX,ZW"
MKE,HHH,MKE-HHH,36,37.0,226.71,73.03,0.3221,6,878.0,2.03,medium,"AA,DL,MQ,OO,YX,ZW"
HHH,MKE,HHH-MKE,34,34.0,232.28,85.9,0.3698,6,886.0,2.03,medium,"AA,DL,MQ,OO,YX,ZW"
MKE,ILM,MKE-ILM,120,125.0,206.01,132.65,0.6439,9,943.0,2.02,medium,"9E,AA,DL,MQ,OH,OO,PT,YX,ZW"
ILM,MKE,ILM-MKE,127,131.0,218.73,151.75,0.6938,9,963.0,2.02,medium,"9E,AA,DL,G7,MQ,OH,PT,YX,ZW"
ILM,DFW,ILM-DFW,371,448.0,381.96,230.14,0.6025,9,1160.0,1.32,medium,"9E,AA,DL,G7,MQ,OH,PT,UA,YX"
MKE,ROA,MKE-ROA,63,64.0,238.57,167.22,0.7009,7,918.0,2.03,medium,"9E,AA,DL,OH,OO,PT,YX"
MHT,MKE,MHT-MKE,63,75.0,251.75,125.45,0.4983,7,1065.0,2.0,medium,"AA,G7,MQ,OH,PT,WN,YX"
MIA,MKE,MIA-MKE,504,553.0,226.07,144.53,0.6393,11,1367.0,2.01,medium,"9E,AA,B6,DL,F9,OH,OO,UA,WN,YX,ZW"
MKE,STT,MKE-STT,81,86.0,317.11,195.2,0.6156,5,2262.0,2.04,long,"AA,DL,NK,OO,YX"
MKE,ORF,MKE-ORF,240,272.0,228.92,109.96,0.4804,10,926.0,2.01,medium,"9E,AA,DL,NK,OH,OO,UA,WN,YX,ZW"
ORF,MKE,ORF-MKE,246,274.0,239.45,107.83,0.4503,11,935.0,2.0,medium,"9E,AA,DL,G7,OH,OO,PT,UA,WN,YX,ZW"
ROC,MKE,ROC-MKE,92,96.0,246.0,138.56,0.5632,11,696.0,2.01,medium,"9E,B6,DL,MQ,OH,OO,PT,UA,WN,YX,ZW"
MSN,BOS,MSN-BOS,664,692.0,326.52,172.16,0.5273,11,1025.0,1.91,medium,"9E,AA,DL,G7,MQ,OH,OO,PT,UA,YX,ZW"
MSN,ATL,MSN-ATL,473,754.0,315.87,156.55,0.4956,11,748.0,1.2,medium,"9E,AA,DL,G7,MQ,OH,OO,PT,UA,YX,ZW"
MSN,BWI,MSN-BWI,212,227.0,288.81,129.79,0.4494,9,967.0,2.0,medium,"9E,AA,DL,MQ,OH,OO,UA,YX,ZW"
BWI,MSN,BWI-MSN,221,234.0,283.0,154.36,0.5454,9,923.0,2.0,medium,"9E,AA,DL,MQ,OH,OO,UA,YX,ZW"
DCA,DTW,DCA-DTW,1897,4633.0,220.68,118.74,0.5381,10,426.0,1.09,short,"9E,AA,DL,G7,MQ,OH,OO,UA,WN,YX"
